Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,BMW,M240i,"Wheelbase 2,741 mm (107.9 in)","Front-engine, rear-wheel-drive",,,Transmission,"This article is about the second-generation rear-wheel drive coupé/convertible. For other uses, see BMW 2 Series.",,,,,,,,Predecessor BMW 2 Series (F22/F23),"The G42 is the first BMW vehicle designed by BMW of Mexico, and is produced in B","The G42 is the first BMW vehicle designed by BMW of Mexico, and is produced in BMW's plant in San Luis Potosí, Mexico since 2 September 2021. Development and launch 2022 BMW M240i Remaining a rear-wheel-drive-based model, the G42 is built on the CLAR platform with a roughly 50:50 weight distribution and shares many mechanical components and engine options with the G20 3 Series and G22 4 Series.","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium audio systems, and other interior and exterior options."
,,,,L B48 I4 turbo,,,"In 2025 the BMW M2 G87 Competition comes in two variants, manual and automatic transmission. It is powered by a 3.0-litre M Twin-Turbocharged Inline-6 engine (2993 cc) that produces 473 bhp and 600 Nm of torque.",M240i Rear wheel drive 2022– B58B30O1,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,L S58 I6 turbo,,,,d Rear wheel drive 2021– B47D20,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Diesel:,,,,,,,,,,,,,"Highlights of the BMW M2 CS, BMW M2 Coupe, and BMW M240i xDrive Coupe: Prices, e","Highlights of the BMW M2 CS, BMW M2 Coupe, and BMW M240i xDrive Coupe: Prices, equipment and technical data.",,
,,,,L B47 I4 turbo,,,,,,,,,,,,,[ENJOY] All BMW FA Option Codes - description in English All BMWs Jump to Latest,"[ENJOY] All BMW FA Option Codes - description in English All BMWs Jump to Latest 22K views 20 replies 4 participants last post by rams16fan Mar 18, 2026 This document lists BMW option codes and their descriptions.",,
,,,,Petrol engines,,,,,,,,,,,,,"It includes codes for automatic transmissions, leather upholstery, metallic pain","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium audio systems, and other interior and exterior options.",,
,,,,Model Layout Years Engine Power Torque,,,,,,,,,,,,,Wheel styles are extensively coded along with tire and suspension options.,Wheel styles are extensively coded along with tire and suspension options.,,
,,,,L I4 turbo 115 kW (154 hp),,,,,,,,,,,,,"View detailed specs, features and options for the 2024 BMW 2-Series M240i Coupe","View detailed specs, features and options for the 2024 BMW 2-Series M240i Coupe at U.S.",,
,,,,L I4 turbo 135 kW (181 hp),,,,,,,,,,,,,"Includes performance data, fuel economy, dimensions, engine details, and more.","Includes performance data, fuel economy, dimensions, engine details, and more.",,
,,,,L I4 turbo 180 kW (240 hp) /,,,,,,,,,,,,,,,,
,,,,kW (250 hp) (USA),,,,,,,,,,,,,,,,
,,,,L I6 turbo 285 kW (382 hp) /,,,,,,,,,,,,,,,,
