Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,BMW,M240i,"Wheelbase 2,690 mm (105.9 in)","Front-engine, rear-wheel-drive",,,Transmission,"This article is about the rear-wheel drive coupé/convertible. For other models, see BMW 2 Series.",,,,,,,,Predecessor BMW 1 Series (E82/E88),"It came with the same N55B30 engine as the standard M235i, but was equipped with","It came with the same N55B30 engine as the standard M235i, but was equipped with a limited-slip differential, M Performance suspension, and M Performance exhaust, while power seat motors and the sunroof were eliminated to save weight.","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium audio systems, and other interior and exterior options."
,,,"and 2015 Sport Auto ""Best coupé up to €50,000""",Engine,,,speed automatic,,,,,,,,,Convertible models feature a 20% increase in rigidity compared to the E88 1 Series convertible and feature an electric convertible top that can be raised or lowered in 20 seconds at speeds up to 50 km/h (31 mph).,This document lists BMW option codes and their descriptions.,This document lists BMW option codes and their descriptions.,,
,,,"Auto Bild Sportscars ""Sports Car of the Year""",L B38 I3 turbo,,,speed dual-clutch,,,,,,,,,"Exterior designed changes including: updated front fascia, hexagonal LED headlights (Adaptive LED pack / option), updated LED taillights, and new alloy designs and exterior paint options","It includes codes for automatic transmissions, leather upholstery, metallic pain","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium audio systems, and other interior and exterior options.",,
,,,"Auto motor und sport ""Autonis Best New Design"" in the compact class",L N20/B48 I4 turbo,,,Convertible models feature a 20% increase in rigidity compared to the E88 1 Series convertible and feature an electric convertible top that can be raised or lowered in 20 seconds at speeds up to 50 km/h (31 mph).,,,,,,,,,Interior design changes including: a redesigned dashboard and additional leather and cloth options,Wheel styles are extensively coded along with tire and suspension options.,Wheel styles are extensively coded along with tire and suspension options.,,
,,,,L N47/B47 I4 turbo,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,The high-performance F87 M2 model was produced in the coupe body style. It is powered by the BMW N55 and BMW S55 turbocharged inline-six engines.,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Convertible models feature a 20% increase in rigidity compared to the E88 1 Series convertible and feature an electric convertible top that can be raised or lowered in 20 seconds at speeds up to 50 km/h (31 mph).,,,,,,,,,,,,,Alterations in standard and optional equipment and the configurations available,"Alterations in standard and optional equipment and the configurations available for the different models, as described in this brochure, may occur after 06/10/2021, the date when this brochure went to press.",,
,,,,Engines,,,,,,,,,,,,,Subject to change in design and equipment.,Subject to change in design and equipment.,,
,,,,Petrol engines,,,,,,,,,,,,,"See detailed specs, features, packages and dimensions by trim level for the 2021","See detailed specs, features, packages and dimensions by trim level for the 2021 BMW M240.",,
,,,,Model Years Engine Power Torque 0–100 km/h (0-62 mph),,,,,,,,,,,,,"View detailed specs, features and options for the 2021 BMW 2-Series M240i Coupe","View detailed specs, features and options for the 2021 BMW 2-Series M240i Coupe at U.S.",,
,,,,L I3 turbo 100 kW (134 hp),,,,,,,,,,,,,,,,
,,,,L I4 turbo,,,,,,,,,,,,,,,,
