Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2019,Ram,1500 (DT),Tradesman,3.6 L eTorque Pentastar V6,,,8-speed TorqueFlite 845RE automatic,4x2,,,,,,,,Diamond Black Crystal Pearl,Sport Appearance Package,"Body-color grille surround, body-color bumpers, body-color door handles, Sport decals, custom interior themes.",33-Gallon Fuel Tank,Increases fuel capacity from the standard 23 or 26 gallons to 33 gallons for extended driving range.
2020,,,Tradesman HFE,5.7 L Hemi V8,,,8-speed TorqueFlite 8HP75 automatic,4x4,,,,,,,,Maximum Steel Metallic,Night Edition,"Black exterior badging, black grille surround, black wheels (20 or 22-inch), black exhaust tips, dark headlamp bezels.",RamBox Cargo Management System,"Illuminated, lockable, drainable storage bins built into the bed side rails; often includes a 115-volt power outlet."
2021,,,Big Horn,5.7 L eTorque Hemi V8,,,8-speed TorqueFlite 8HP95 automatic (TRX),,,,,,,,,Granite Crystal Metallic,Black Appearance Package,"Completely blacked-out exterior, black Ram lettering, completely black interior accents.",Multifunction Tailgate,"Tailgate with a 60/40 split that can swing open horizontally up to 88 degrees, or drop down traditionally like a standard tailgate."
2022,,,Lone Star,3.0 L EcoDiesel turbo V6,,,,,,,,,,,,Billet Silver Metallic,Off-Road Group,"Electronic locking rear differential, heavy-duty shock absorbers, hill descent control, off-road decals, skid plates (front suspension, transfer case, steering gear), tow hooks.",Active-Level Four-Corner Air Suspension,"Automatic load leveling and driver-adjustable ride height with 5 modes: Entry/Exit, Aero, Normal, Off-Road 1, and Off-Road 2."
2023,,,Rebel,3.0 L Hurricane twin-turbo I6 (Standard Output),,,,,,,,,,,,Patriot Blue Pearl,Advanced Safety Group,"Adaptive Cruise Control with Stop and Go, Lane Keep Assist, Parallel and Perpendicular Park Assist, Pedestrian Emergency Braking, Surround View Camera System.",Dual-Pane Panoramic Sunroof,Large power sliding glass front panel and fixed glass rear panel providing natural light to both rows of seating.
2024,,,Laramie,3.0 L Hurricane twin-turbo I6 (High Output),,,,,,,,,,,,Delmonico Red Pearl,Bed Utility Group,"4 adjustable cargo tie-down hooks, deployable bed step, LED bed lighting, spray-in bedliner.",Trailer Reverse Steering Control,Dashboard-mounted knob that allows the driver to easily steer a trailer while reversing without using the steering wheel.
2025,,,Laramie Longhorn,6.2 L Supercharged Hemi V8 (TRX),,,,,,,,,,,,Flame Red,Trailer Tow Group,"Trailer brake controller, trailer light check, trailer tire pressure monitoring system, class IV receiver hitch, trailer reverse steering control.",Digital Rearview Mirror,"LCD monitor built into the rearview mirror that displays a clear, real-time video stream from a rear-facing camera."
2026,,,Limited,,,,,,,,,,,,,Bright White,Big Horn Level 1 Equipment Group,"8.4-inch touchscreen display, auto-dimming rearview mirror, power 8-way driver seat, power-adjustable pedals, rear power-sliding window.",Head-Up Display (HUD),"Projects vital vehicle data (speed, navigation, gear, speed limits) directly onto the windshield in the driver's line of sight."
,,,TRX,,,,,,,,,,,,,Ivory White Tri-Coat,Big Horn Level 2 Equipment Group,"Adds to Level 1: Dual-zone automatic temperature control, remote start system, heated front seats, heated steering wheel, ParkSense front/rear park assist.",Electronic Locking Rear Axle,"Allows the driver to lock the rear differential, forcing both rear wheels to turn at the same speed for enhanced off-road traction."
,,,Tungsten (2025+),,,,,,,,,,,,,Hydro Blue Pearl,Laramie Level 1 Equipment Group,"Auto high-beam headlamp control, blind-spot monitoring with rear cross path detection, ParkSense front/rear park assist, rain-sensitive wipers, power tailgate release.",Power Deployable Running Boards,"Side steps that automatically extend downwards when any door is opened, and tuck away aerodynamically when doors are closed."
,,,,,,,,,,,,,,,,Olive Green Pearl,Laramie Level 2 Equipment Group,"Adds to Level 1: 19-speaker Harman Kardon premium sound, wireless charging pad, heated rear seats, Uconnect 12.0-inch display with Navigation.",3.92 Rear Axle Ratio,A higher numerical axle ratio that provides better acceleration and towing capability at the expense of slight fuel economy.
,,,,,,,,,,,,,,,,Harvest Sunrise,Limited Level 1 Equipment Group,"Adaptive cruise control, advanced brake assist, lane departure warning, pedestrian emergency braking, surround-view camera, ventilated rear seats.",Mopar Deployable Bed Step,"A foot-actuated, spring-loaded step mounted under the rear bumper to make getting into the bed easier."
,,,,,,,,,,,,,,,,,Elite Package,"Premium leather quilted bucket seats, suede headliner, jeweled rotary shifter, 19-speaker premium sound system, multifunction tailgate, center-mounted bed-step, bed cargo divider.",Engine Block Heater,Warms the engine block and coolant to assist with cold-weather starting and quicker cabin heating.
