Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Toyota,Tacoma,Wheelbase,"Layout Front-engine, rear-wheel drive/four-wheel drive",,,Transmission,"Layout Front-engine, rear-wheel drive/four-wheel drive",,,,,,,,Predecessor Toyota Truck (1995),"Initially, the 2.4 L was limited to the 2WD models (both regular and Xtracab), w","Initially, the 2.4 L was limited to the 2WD models (both regular and Xtracab), while the 2.7-liter the standard engine for 4WD models, and the 3.4-liter V6, shared with the larger T100 truck, was an option for the 2WD (Xtracab only) and 4WD (regular and Xtracab). The top-of-the-line SR5 trim was available for the 4WD Xtracab V6. From 1997 on, the 3.4 L V6 was dropped as an option for the regular cab models, which were available only with a 2.4-L or a 2.7-L four-cylinder engine.",,
,,,Cab and trim variants,Engine,,,speed A340 automatic,"WD: 66.3–67.7 in (1,684–1,720 mm)",,,,,,,,"(second updated grille, textured tail light lenses)",The TRD Off-Road package was introduced in 1998.,The TRD Off-Road package was introduced in 1998.,,
,,,Models and trims,L 5VZ-FE V6,,,speed manual,"WD: 3,877 lb (1,759 kg)",,,,,,,,"(large, centered ""TOYOTA"" on tailgate)",This package added a locking rear differential and was only available to PreRunn,This package added a locking rear differential and was only available to PreRunner and four-wheel drive models that were equipped with the 3.4-L V6.,,
,,,"The truck is available in 6 trim levels: base SR, mid-level SR5, TRD Off-Road, TRD Sport, Limited, and range-topping TRD Pro.",PS; 142 kW 220 lb⋅ft,,,"The Toyota X-Runner was a limited production sport model. Although it utilizes the standard 4.0L and 6-speed manual from other Tacomas, the X-runner uses lowered double-wishbone suspension, Bilstein shocks and frame x-bracing.","Regular Cab 4WD & PreRunner: 110.0 in (2,794 mm)",,,,,,,,Cardinal Red (3H7),"Updates The 2006 model Tacoma had only minor changes from the 2005 model,","Updates The 2006 model Tacoma had only minor changes from the 2005 model, with some options now standard.",,
,,,Toyota Tacoma TRD Sport Double Cab Long Bed (2018 minor update),VZ-FE 3.4 L V6,,,"speed manual (R156, 2016–2017 2.7 L)","WD: 74.7 in (1,897 mm)",,,,,,,,Cobalt Blue Pearl (8K6),"A minor facelift came for 2009, including a slightly revised grille on some mode","A minor facelift came for 2009, including a slightly revised grille on some models, new LED taillamps, and on the X-Runner, TRD off-road and TRD Sport models includes a smoked headlamp trim.",,
,,,Headlights (varies by trim/option) Good/Marginal,L 1GR-FE V6,,,speed automatic (AC60E/F),"Extended Cab & 4WD Regular: 69.9 in (1,775 mm)",,,,,,,,Cool Steel Metallic (926),Auxiliary audio input now comes standard.,Auxiliary audio input now comes standard.,,
,,,"Wheelbase 131.9–145.1 in (3,350–3,686 mm)",hp (161 PS; 119 kW) (2TR-FE),,,speed manual (RC62F),Toyota Tacoma (N2x0) drivetrain,,,,,,,,Evergreen Pearl (751),The 2013 model year comes with a touch screen audio system and removes the shark,The 2013 model year comes with a touch screen audio system and removes the shark fin antenna and SiriusXM radio capability unless the optional Entune package is installed.,,
,,,Base,Engine Type Maximum Transmission Fuel consumption (EPA),,,speed manual (RC60F),Toyota Tacoma SR5 4WD Access Cab (pre-facelift),,,,,,,,Lavender Steel Metallic (926),"A rear locking differential, or limited-slip differential were also some optiona","A rear locking differential, or limited-slip differential were also some optional features.",,
,,,TRD Sport No Opt.[a] Yes Opt.,L 2TR-FE I4 164 hp (166 PS; 122 kW) @ 5200 183 lb⋅ft (248 N⋅m) @ 3800 20 mpg‑US (11.8 L/100 km; 24.0 mpg‑imp) 27 mpg‑US (8.7 L/100 km; 32.4 mpg‑imp)[a],,,speed automatic (AL80E/F),Hybrid drivetrain Parallel (i-Force Max),,,,,,,,Lunar Mist Metallic (1C8),Every Tacoma was manufactured with a composite inner bed that includes a deck ra,"Every Tacoma was manufactured with a composite inner bed that includes a deck rail system with four tie down cleats, hook-pins, and storage boxes.",,
,,,Limited No No Yes Opt.,,,,,,,,,,,,,Mystic Gold Metallic (4P7),TRD package equipped Tacomas also feature an in-bed 115 V/400 W AC power outlet.,TRD package equipped Tacomas also feature an in-bed 115 V/400 W AC power outlet.,,
