Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Jeep,Wagoneer,Limited:,Electric motor,,,,"The gross battery capacity is slightly over 100 kWh.[8][9] As of 2025, Jeep add","The gross battery capacity is slightly over 100 kWh.[8][9] As of 2025, Jeep added a new Limited trim level, which joined the existing Launch Edition.[10] In this entry-level option, the two-motor electric powertrain delivers 500 hp (373 kW) and 520 lb-ft (705 N⋅m) of torque.","Front, speed-sensitive and rain-sensing with automatic feature, variable/intermittent; hea","Front, speed-sensitive and rain-sensing with automatic feature, variable/intermittent; heated washer nozzles The 2024 Jeep Wagoneer stands out in the SUV market with its blend of luxury, performance, and advanced technology."
,,,"Wheelbase 2,870 mm (113.0 in)","two electric motors, combined: 600 hp (447 kW), 617 lb⋅ft (837 N⋅m)",,,,The 600-hp powertrain (from the Launch Edition) can still be ordered as an extra,"The 600-hp powertrain (from the Launch Edition) can still be ordered as an extra option.[11][12] The addition of this new trim lowers the starting price of the Wagoneer S by $5,000, to $66,995 (including destination charges).[13][14] Both the Limited and Launch Edition trims use the same two-motor, four-wheel-drive layout and both come with the same 100.5-kWh battery pack.[15] Exterior, suspension, and brakes[edit] The unibody SUV is made of galvanized steel and aluminum.[16][17] 20-inch whee",The Carbide trim introduces advanced tech options like Drowsy Driver Detection and a Head-,"The Carbide trim introduces advanced tech options like Drowsy Driver Detection and a Head-Up Display, and the Series III includes the most comprehensive driver assistance features."
,,,The Jeep Wagoneer S is a battery electric mid-size crossover SUV produced and marketed under the Jeep brand. It was introduced in 2024 and is based on the STLA Large platform.[3],"two electric motors, combined: 500 hp (373 kW), 520 lb⋅ft (705 N⋅m)",,,,16-way power adjustable front seats (with a massage option) are available.[24],"16-way power adjustable front seats (with a massage option) are available.[24] Sales[edit] Calendar year United States Canada 2024 231[25] 13[26] 2025 10,864[25] 690[26] References[edit] ^ Bond Jr., Vince (20 April 2026).",,
,,,"^ Fitzgerald, Jack (6 February 2025). ""2025 Jeep Wagoneer S EV Adds Limited Trim, Starts at $66,995"". Car and Driver.",Battery 100.5 kWh/93.9 kWh (gross/net capacity) Li-ion,,,,"""2025 Jeep Wagoneer S EV Adds Limited Trim, Starts at $66,995"".","""2025 Jeep Wagoneer S EV Adds Limited Trim, Starts at $66,995"".",,
,,,"^ Abuelsamid, Sam (6 February 2025). ""Jeep Adds Slightly More Affordable Wagoneer S Limited For 2025"". Forbes.",Electric range,,,,"""Jeep Adds Slightly More Affordable Wagoneer S Limited For 2025"".","""Jeep Adds Slightly More Affordable Wagoneer S Limited For 2025"".",,
,,,"^ Vijayenthiran, Viknesh (6 February 2025). ""2025 Jeep Wagoneer S Limited arrives for $66,995"". Motor Authority.",The Jeep Wagoneer S is a battery electric mid-size crossover SUV produced and marketed under the Jeep brand. It was introduced in 2024 and is based on the STLA Large platform.[3],,,,SWB = Standard Wheelbase.,SWB = Standard Wheelbase.,,
,,,"^ Wren, Wesley (6 February 2025). ""2025 Jeep Wagoneer S Limited EV Debuts in Chicago"". Autoweek.","The power output is 600 hp, coming from two electric motors. The vehicle accelerates from 0 to 60 mph in 3.4 seconds, which is faster than the Grand Cherokee Trackhawk. The gross battery capacity is slightly over 100 kWh.[8][9]",,,,† Curb weights are estimates and include standard equipment and full quantities,"† Curb weights are estimates and include standard equipment and full quantities of fuel, lubricant and coolant.",,
,,,,"^ ""Introducing the All-new, All-electric 2024 Jeep® Wagoneer S –Jeep Brand's First Global Battery-electric SUV"". media.stellantis.com (Press release).",,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,"^ ""The Electric Jeep Wagoneer S is Taking Jeep Down the Wrong Trail"". 31 January 2024.",,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,"^ ""New, 600bhp electric Wagoneer S is the quickest Jeep ever | CAR Magazine"".",,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,"^ ""The All-Electric Jeep Wagoneer S: Strong Structure, Smart Design - Munro"". leandesign.com. Retrieved 29 December 2025.",,,,The Carbide trim introduces advanced tech options like Drowsy Driver Detection a,"The Carbide trim introduces advanced tech options like Drowsy Driver Detection and a Head-Up Display, and the Series III includes the most comprehensive driver assistance features.",,
,,,,"^ ""All-Electric Jeep Wagoneer S Has a Massive Rear Wing"". Archived from the original on 31 May 2024. Retrieved 29 December 2025.",,,,"2024 Jeep Wagoneer Specs, Features & Options Here's everything you need to know","2024 Jeep Wagoneer Specs, Features & Options Here's everything you need to know about each trim in the 2024 Jeep Wagoneer lineup.",,
,,,,"^ ""Jeep® Wagoneer S | Luxury Electric SUV | Coming Fall 2024"". Archived from the original on 5 March 2024. Retrieved 29 December 2025.",,,,,,,
